,SMILES,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,fp
2345,O=C([O-])CCCc1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0744a0>
2346,C=C[Si](OC(C)=O)(OC(C)=O)OC(C)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e074510>
2347,C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e074580>
2348,CC(=C\c1ccccc1)/C=C1/SC(=S)N(CC(=O)O)C1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0745f0>
2349,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e074660>
2350,COc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCCC3)n1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0746d0>
2351,CC(CCc1ccc(O)cc1)NCC(O)c1ccc(O)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e074740>
2352,O=C([O-])c1ccc(NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0747b0>
2353,CCOC(=O)OC(C)OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2ccccc21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e074820>
2354,COc1cc(C(=O)N2CCCCCCC2)cc(OC)c1OC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e074890>
2355,CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3C(C)=CC[C@@H]4C[C@@H](C[C@]5(C=C[C@H](C)[C@@H](C6CCCCC6)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OCC(=CC=C[C@@H]3C)[C@@]45O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e074900>
2356,CN1C(=O)N(C)C(O)C1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e074970>
2357,CC(C)c1ccc(S(=O)(=O)O)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0749e0>
2358,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e074a50>
2359,c1ccc(SCCSc2ccccc2)cc1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e074ac0>
2360,COCCOCCOC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e074b30>
2361,CCCCNC(=O)OCC#CI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e074ba0>
2362,O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e074c10>
2363,NC(=O)NNC(N)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e074c80>
2364,COC(=O)/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)\C=C/C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e074cf0>
2365,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(N)(=O)=O)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e074d60>
2366,Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)c(=O)[nH]c1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e074dd0>
2367,CCC(CC)(CNC(=O)CCCO)c1cccc(OC)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e074e40>
2368,COc1ccnc2c1CCCCC2S(=O)c1nc2ccccc2[nH]1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e074eb0>
2369,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e074f20>
2370,CCCc1ccc(OCC(=O)N2CCN(C(=O)COc3ccc(CCC)cc3OC)CC2)c(OC)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e074f90>
2371,CC(C)(C)c1cc(C=O)cc(C(C)(C)C)c1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e075000>
2372,CCC(=O)N(c1ccccc1)C1CCNCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e075070>
2373,O=C(CBr)Nc1ccc(Cl)cc1C(=O)c1ccccc1F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0750e0>
2374,O=C1C=CC(=O)N1c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e075150>
2375,CCOC(=O)NC(C)(C)Cc1ccc(Cl)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0751c0>
2376,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e075230>
2377,CC(=O)C(=O)[O-],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0752a0>
2378,COc1cc(S(C)=O)ccc1-c1nc2ncccc2[nH]1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e075310>
2379,COCCCCCCCCOCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e075380>
2380,CC(=O)OC1C2(C)CCC(C2)C1(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0753f0>
2381,O=S(=O)([O-])[O-].[Li+].[Li+],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e075460>
2382,O=Cc1c2ccccc2c(Cl)c2ccccc12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0754d0>
2383,CCCCCBr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e075540>
2384,CCCC[n+]1ccc(C)cc1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0755b0>
2385,CC[N+]1(C)CCCC1.F[B-](F)(F)F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e075620>
2386,Cc1[nH]nc2c1N=C(c1ccccc1Cl)c1cc([N+](=O)[O-])ccc1N2,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e075690>
2387,COC(=O)Nc1nc2cc(S(=O)c3ccccc3)ccc2[nH]1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e075700>
2388,CC1CCC(=O)C1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e075770>
2389,CCN1C(=O)c2ccccc2C1Nc1ccc(OCCN2CCCCC2)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0757e0>
2390,O=C1CCCCCCCCCCOCCCCO1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e075850>
2391,CSSc1ccoc1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0758c0>
2392,Cc1occc(=O)c1OC(=O)C(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e075930>
2393,CCCc1ccccc1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0759a0>
2394,CCC(=O)OCc1ccc(OC)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e075a10>
2395,CCCC1CCOC(C)S1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e075a80>
2396,Cc1cc(Nc2ccccc2C(=O)O)ccc1Cl,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e075af0>
2397,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e075b60>
2398,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e075bd0>
2399,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e075c40>
2400,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e075cb0>
2401,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e075d20>
2402,CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3[C@@H](O)C[C@@]21C,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e075d90>
2403,C1CN(P2(N3CC3)=NP(N3CC3)(N3CC3)=NP(N3CC3)(N3CC3)=N2)CCO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e075e00>
2404,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)CC2S(=O)(=O)C1(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e075e70>
2405,CC(C)NCC(O)c1ccc([N+](=O)[O-])cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e075ee0>
2406,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e075f50>
2407,Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e075fc0>
2408,CS(=O)(=O)Cl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e076030>
2409,Cc1cccc(C(=O)O)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0760a0>
2410,O=C(O)c1cccc(O)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e076110>
2411,Cc1ccc(C(=O)O)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e076180>
2412,CCC(C(=O)OCCN(CC)CC)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0761f0>
2413,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e076260>
2414,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0762d0>
2415,NNS(=O)(=O)c1ccc(Oc2ccc(S(=O)(=O)NN)cc2)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e076340>
2416,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0763b0>
2417,NC/C=C/C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e076420>
2418,CC(=O)OC(C)(C)C1CC=C(C)CC1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e076490>
2419,Cl[Si](Cl)(c1ccccc1)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e076500>
2420,COCCOC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e076570>
2421,CCOCCOCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0765e0>
2422,O=[N+]([O-])c1cccc2ccccc12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e076650>
2423,O=C(O)CCC(=O)C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0766c0>
2424,S=C([S-])NCCNC(=S)[S-],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e076730>
2425,O=C1NCCN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0767a0>
2426,C[N+](=O)[O-],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e076810>
2427,C[N+]([O-])(CCCl)CCCl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e076880>
2428,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0768f0>
2429,O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e076960>
2430,CCCCC(CC)CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0769d0>
2431,C1CC2OC2CC1C1CO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e076a40>
2432,CC(C)N(C(=O)COc1nnc(C(F)(F)F)s1)c1ccc(F)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e076ab0>
2433,CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e076b20>
2434,Cc1nn(C)c(Oc2ccccc2)c1/C=N/OCc1ccc(C(=O)OC(C)(C)C)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e076b90>
2435,O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Nc1ncc(C(F)(F)F)cc1Cl,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e076c00>
2436,COC(=O)CSc1cc(/N=c2\sc(=O)n3n2CCCC3)c(F)cc1Cl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e076c70>
2437,CCCCCOC(=O)COc1cc(N2C(=O)C3=C(CCCC3)C2=O)c(F)cc1Cl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e076ce0>
2438,C#CCN1C(=O)COc2cc(F)c(N3C(=O)C4=C(CCCC4)C3=O)cc21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e076d50>
2439,CO/N=C(/C(=O)OC)c1ccccc1COc1ccccc1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e076dc0>
2440,CC1(C)[C@@H](/C=C(\Cl)C(F)(F)F)[C@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e076e30>
2441,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e076ea0>
2442,CN[C@@H]1[C@@H](O[C@H]2O[C@H](CO)[C@@H](N)[C@H](O)[C@H]2O)O[C@H]2C[C@@H](N)[C@@H](O[C@@H]3[C@@H](N)C[C@@H](N)[C@H](O)[C@H]3O)O[C@@H]2[C@@H]1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e076f10>
2443,CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e076f80>
2444,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1.CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e076ff0>
2445,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e077060>
2446,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0770d0>
2447,Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e077140>
2448,CCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@@H](C)O[C@@H](O[C@@H]3[C@@H](OC)[C@H](OC(=O)CC)CC(=O)O[C@H](C)CC=CC=C[C@H](O)[C@H](C)C[C@@H]3CC=O)[C@H](O)[C@H]2N(C)C)C[C@@]1(C)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0771b0>
